Claim Settlement Time,Claim Approval Rate,Claims Handling Process,Service_score
12.64,88.04,2,1
23.66,92.42,0,0
21.87,93.28,1,0
26.89,86.12,2,1
25.76,81.21,2,1
15.97,80.67,1,0
19.46,83.34,2,1
8.84,85.32,0,2
26.46,96.86,1,0
10.3,89.26,0,2
12.08,91.06,0,2
4.32,84.76,2,1
12.0,95.22,2,1
22.95,97.0,2,1
15.86,99.05,2,1
3.36,84.8,0,2
28.73,87.95,0,0
13.98,85.91,2,1
21.98,96.39,1,0
23.82,97.48,0,0
25.99,81.13,2,1
6.19,99.45,0,2
12.92,81.11,2,1
15.95,89.18,1,0
6.05,90.6,0,2
18.48,84.44,2,1
18.64,92.69,1,0
18.89,93.14,1,0
2.22,88.63,0,2
21.92,92.65,1,0
26.35,92.55,0,0
21.3,98.53,2,1
23.23,90.75,0,0
18.16,87.07,1,0
6.76,88.1,2,1
18.14,80.77,0,0
12.18,97.33,2,1
13.3,96.07,2,1
17.13,95.06,0,0
11.83,93.29,2,1
22.45,92.28,2,1
20.09,98.83,2,1
29.79,85.82,1,0
2.58,92.53,1,2
1.94,97.1,2,1
17.8,95.95,2,1
4.22,91.85,0,2
10.23,89.69,2,1
22.6,97.62,0,0
4.18,85.24,2,1
17.45,81.55,0,0
16.64,90.49,2,1
9.49,90.4,0,2
24.43,85.8,1,0
6.95,91.75,1,2
11.86,93.28,2,1
11.91,89.12,2,1
15.55,99.37,0,2
3.54,93.66,1,2
28.72,81.19,1,0
6.04,98.96,1,2
24.86,91.48,1,0
24.39,88.91,2,1
14.62,82.11,2,1
22.2,87.64,1,0
29.88,86.81,0,0
23.1,89.25,2,1
18.46,80.62,0,0
2.55,93.73,0,2
11.5,84.41,0,2
4.22,81.56,0,2
3.51,89.06,0,2
8.98,83.02,0,2
7.62,82.52,0,2
9.32,99.49,2,1
26.11,92.61,1,0
26.59,83.41,2,1
7.99,90.47,0,2
16.67,85.49,0,0
12.89,92.18,0,2
27.49,83.01,2,1
22.48,98.97,0,0
1.41,92.82,2,1
7.74,83.87,0,2
6.67,86.3,0,2
8.28,93.74,0,2
29.45,90.71,2,1
16.15,81.94,1,0
20.95,99.44,0,0
27.79,92.4,1,0
19.87,99.43,2,1
8.34,96.62,0,2
24.66,88.78,0,0
24.09,82.01,0,0
3.82,97.47,1,2
1.98,95.26,1,2
2.87,94.74,2,1
24.95,81.36,1,0
24.77,91.14,2,1
16.39,84.71,0,0
21.51,89.91,1,0
29.32,97.09,1,0
7.38,94.17,0,2
6.05,97.4,1,2
25.34,83.58,2,1
9.51,95.82,1,2
27.06,97.57,0,0
28.98,85.1,1,0
10.1,83.9,1,2
14.8,84.75,2,1
6.13,97.96,0,2
20.16,85.27,1,0
26.32,83.95,2,1
21.26,81.16,1,0
22.18,84.17,2,1
14.19,87.3,2,1
17.96,90.12,0,0
20.74,89.05,1,0
8.08,84.12,1,2
11.73,90.03,2,1
8.52,81.0,2,1
18.22,97.6,2,1
19.84,83.59,1,0
6.78,88.75,0,2
12.42,96.69,0,2
2.17,84.05,1,2
26.94,80.69,0,0
25.18,83.4,2,1
5.05,91.17,1,2
22.57,89.52,0,0
14.04,97.56,2,1
10.03,91.8,1,2
16.88,85.46,0,0
16.49,99.91,1,0
6.84,88.2,1,2
25.8,93.46,0,0
19.28,80.13,0,0
11.27,93.67,0,2
29.69,83.71,1,0
19.9,88.85,1,0
10.02,89.0,1,2
10.36,94.76,2,1
17.16,89.55,0,0
10.73,98.32,2,1
17.88,92.84,1,0
3.33,91.68,1,2
10.82,96.9,0,2
15.9,84.73,0,0
12.68,82.38,0,2
13.46,98.19,2,1
13.03,86.23,1,2
9.47,97.96,0,2
6.79,88.21,1,2
8.85,95.1,0,2
29.31,91.05,0,0
23.71,82.86,0,0
4.56,86.22,0,2
15.9,89.13,2,1
22.93,94.4,0,0
17.5,89.09,0,0
21.68,90.72,1,0
15.76,93.06,2,1
4.05,86.52,2,1
8.11,95.83,1,2
19.25,99.31,1,0
10.79,88.3,2,1
22.59,96.84,0,0
16.87,88.23,2,1
16.61,84.93,2,1
8.82,88.27,0,2
13.0,81.38,2,1
27.2,83.86,0,0
28.68,92.69,0,0
20.7,89.24,2,1
18.6,89.13,2,1
10.91,92.84,1,2
5.94,81.36,0,2
7.25,81.21,1,2
23.61,94.05,2,1
6.5,83.15,1,2
6.03,90.9,0,2
9.3,98.3,2,1
12.31,95.53,0,2
28.11,94.74,2,1
16.25,86.59,2,1
16.98,94.82,1,0
6.98,99.3,0,2
3.04,84.16,0,2
27.98,84.22,2,1
27.21,87.94,0,0
4.28,82.41,1,2
8.99,89.62,0,2
4.51,95.63,0,2
7.09,99.94,0,2
13.13,84.45,2,1
27.99,98.6,2,1
17.47,84.02,0,0
3.33,85.35,2,1
10.92,90.12,0,2
12.03,92.43,1,2
26.25,85.31,1,0
6.94,87.82,2,1
3.66,83.94,2,1
11.07,82.97,1,2
21.34,80.03,2,1
11.13,97.04,0,2
18.7,85.15,2,1
2.53,93.3,0,2
5.68,95.46,0,2
3.11,82.9,0,2
13.02,87.64,1,2
21.23,93.25,2,1
27.16,95.24,2,1
23.27,97.58,1,0
2.09,86.23,2,1
12.7,97.67,2,1
1.89,89.68,2,1
28.91,94.72,1,0
12.95,90.91,2,1
28.36,99.88,2,1
6.25,83.15,0,2
20.67,83.75,0,0
10.46,81.27,1,2
10.68,87.8,1,2
19.94,98.33,2,1
11.91,95.49,1,2
23.47,92.27,0,0
17.32,90.01,1,0
28.96,93.61,0,0
28.79,88.08,1,0
10.74,81.78,1,2
23.44,83.71,2,1
19.05,91.04,0,0
15.47,86.36,2,1
10.77,83.44,1,2
9.86,90.19,1,2
24.19,90.06,2,1
9.22,87.53,2,1
16.7,97.11,0,0
22.35,83.75,0,0
14.84,93.29,2,1
26.0,96.71,1,0
29.68,88.63,1,0
29.64,93.69,0,0
11.95,88.52,1,2
9.65,99.47,0,2
15.02,98.37,1,2
6.86,83.78,1,2
6.88,98.72,0,2
1.98,86.22,1,2
3.04,92.71,0,2
7.66,97.47,1,2
9.68,80.58,1,2
15.87,91.13,1,0
6.38,93.65,1,2
9.93,97.63,2,1
18.43,88.98,2,1
9.53,93.8,2,1
10.08,90.44,1,2
23.19,93.1,0,0
21.35,82.38,1,0
11.59,90.82,0,2
27.85,97.16,1,0
25.11,90.87,1,0
8.32,82.42,0,2
2.09,99.93,1,2
23.49,98.9,1,0
11.52,85.66,1,2
15.84,96.51,1,0
12.39,94.9,0,2
24.61,81.87,0,0
21.32,86.73,1,0
16.97,93.93,0,0
6.55,89.28,1,2
6.94,83.48,1,2
15.85,88.43,2,1
15.87,86.51,1,0
24.42,93.59,2,1
16.23,96.47,2,1
15.89,83.64,0,0
20.95,84.45,0,0
20.04,98.6,2,1
2.07,86.14,1,2
3.79,85.26,0,2
7.36,86.28,1,2
19.94,86.5,2,1
8.97,87.84,1,2
11.62,81.36,2,1
25.72,93.98,0,0
4.9,92.82,2,1
12.31,91.52,1,2
19.7,95.56,1,0
28.44,87.58,2,1
20.79,90.82,2,1
17.56,94.5,1,0
24.62,99.34,0,0
23.39,87.42,2,1
19.11,86.37,2,1
14.7,93.95,0,2
27.23,87.5,2,1
25.9,82.48,0,0
4.19,81.38,2,1
2.35,84.21,0,2
19.99,89.42,1,0
3.67,88.29,1,2
19.83,97.27,1,0
10.59,92.12,0,2
6.7,91.45,2,1
26.62,84.06,2,1
26.72,82.89,0,0
16.13,86.56,0,0
19.94,97.77,0,0
9.83,81.64,0,2
18.53,87.27,2,1
24.12,89.65,0,0
6.57,93.35,0,2
9.84,92.51,0,2
26.48,80.45,2,1
18.66,86.05,2,1
18.76,99.12,1,0
21.6,85.0,1,0
24.1,85.99,1,0
3.42,84.47,1,2
2.54,87.08,1,2
11.45,90.01,1,2
21.27,83.09,0,0
12.38,93.35,0,2
19.07,87.39,1,0
22.97,91.86,0,0
4.08,92.51,1,2
27.28,84.71,1,0
22.97,99.87,2,1
7.02,99.37,2,1
29.97,93.75,1,0
2.83,95.67,1,2
27.41,93.41,2,1
21.88,98.54,1,0
27.55,89.37,1,0
1.75,99.45,0,2
28.91,95.09,2,1
14.39,89.97,0,2
17.82,87.24,1,0
15.38,86.8,0,2
13.36,93.74,1,2
8.31,82.04,1,2
27.66,80.51,2,1
18.9,85.43,1,0
12.61,95.99,1,2
18.26,89.81,0,0
26.54,91.35,2,1
15.01,89.68,2,1
25.93,99.32,2,1
19.51,86.58,2,1
16.77,82.72,0,0
15.24,84.9,0,2
15.86,87.82,1,0
14.9,92.57,1,2
26.56,85.93,2,1
11.77,93.32,2,1
14.28,87.86,2,1
11.01,87.04,2,1
11.3,96.44,0,2
2.13,93.71,1,2
17.62,89.83,1,0
28.58,83.31,1,0
11.62,97.59,1,2
10.3,93.65,0,2
16.22,85.3,1,0
17.33,99.63,0,0
6.54,95.38,1,2
24.02,82.11,0,0
5.68,88.3,0,2
4.72,87.09,0,2
20.13,87.46,1,0
1.86,92.43,1,2
7.69,97.49,0,2
2.58,84.53,1,2
19.08,87.45,1,0
16.72,92.89,0,0
29.73,92.05,1,0
22.59,94.98,0,0
8.59,80.71,0,2
25.83,96.89,0,0
8.02,83.57,1,2
8.42,85.98,0,2
25.89,92.48,2,1
28.5,94.87,1,0
28.42,87.85,2,1
26.53,95.03,0,0
11.95,92.38,1,2
15.55,91.42,2,1
3.42,86.17,1,2
16.83,81.37,2,1
4.2,90.69,1,2
8.21,94.67,0,2
8.3,82.14,1,2
24.56,80.07,2,1
14.69,89.98,2,1
3.57,87.82,1,2
27.94,88.51,0,0
28.71,97.95,2,1
3.03,88.77,2,1
12.69,85.9,2,1
25.31,80.44,1,0
3.39,99.66,2,1
8.73,97.86,0,2
18.13,94.26,2,1
22.15,88.21,0,0
9.41,89.78,1,2
29.71,81.94,0,0
29.6,88.16,1,0
10.5,85.58,2,1
3.92,93.92,1,2
14.78,89.11,1,2
1.86,93.33,1,2
4.17,87.39,2,1
19.79,91.51,2,1
20.28,97.96,0,0
27.45,86.5,1,0
22.62,89.17,0,0
13.08,87.75,1,2
22.0,93.11,1,0
9.45,86.56,2,1
13.32,93.52,1,2
29.5,88.36,0,0
6.56,80.36,2,1
20.65,86.29,2,1
13.75,95.67,2,1
10.18,98.89,1,2
14.98,82.98,1,2
16.51,86.62,2,1
28.27,83.28,1,0
22.91,94.15,1,0
21.87,94.58,2,1
27.11,92.29,2,1
12.92,95.84,2,1
23.32,97.21,0,0
19.76,92.97,1,0
15.63,96.03,2,1
12.07,96.32,2,1
21.7,81.87,2,1
11.48,93.64,0,2
8.84,94.96,0,2
28.79,86.35,1,0
19.41,86.57,1,0
19.91,81.26,1,0
2.11,99.07,2,1
7.15,82.87,1,2
11.91,83.78,2,1
16.22,98.55,2,1
14.49,94.43,0,2
25.95,92.21,0,0
19.59,82.19,2,1
17.57,91.9,0,0
29.34,92.77,1,0
15.41,90.34,1,2
20.15,83.52,1,0
18.7,95.47,1,0
26.57,90.28,2,1
12.04,95.91,1,2
16.09,81.22,0,0
21.6,81.51,2,1
19.35,92.54,1,0
2.89,83.08,0,2
20.13,90.45,1,0
2.17,87.49,0,2
6.46,95.57,0,2
12.14,81.77,2,1
8.6,85.45,2,1
27.32,88.19,2,1
13.47,87.68,0,2
28.03,96.55,1,0
3.83,96.08,2,1
26.77,86.78,2,1
13.95,87.91,0,2
1.54,93.38,2,1
21.38,88.89,1,0
13.22,85.98,2,1
19.88,96.11,2,1
28.62,87.76,2,1
19.69,86.5,1,0
14.04,99.52,0,2
18.23,97.03,2,1
15.35,86.01,1,2
25.3,85.72,0,0
10.06,92.72,2,1
14.42,88.16,1,2
16.69,95.36,0,0
27.74,80.27,2,1
18.99,87.46,2,1
7.0,90.21,0,2
6.97,83.76,1,2
15.11,93.65,1,2
8.95,81.74,0,2
20.83,85.35,0,0
2.76,99.41,0,2
17.91,97.7,1,0
7.76,86.85,1,2
14.65,99.78,1,2
20.63,82.53,1,0
22.99,80.59,2,1
15.51,99.89,0,2
25.22,88.66,2,1
20.18,81.55,1,0
21.84,85.48,1,0
24.11,87.62,1,0
27.96,91.78,2,1
25.15,99.13,1,0
17.67,80.95,2,1
28.0,89.33,2,1
24.92,92.74,1,0
1.12,92.14,1,2
20.85,91.74,2,1
20.68,99.41,1,0
25.7,90.91,1,0
14.04,92.29,2,1
28.31,81.59,0,0
7.73,83.09,0,2
17.3,98.21,0,0
12.21,85.95,0,2
15.11,97.61,2,1
8.11,86.77,0,2
12.5,85.61,1,2
18.65,96.93,0,0
17.19,83.14,0,0
25.27,83.79,1,0
18.94,94.78,2,1
12.24,96.96,1,2
24.17,87.48,0,0
28.28,85.88,2,1
8.78,89.38,2,1
9.97,88.22,0,2
17.18,82.59,2,1
9.36,83.43,1,2
14.77,88.77,1,2
19.11,81.74,0,0
24.88,84.71,2,1
14.24,97.41,2,1
11.71,98.58,1,2
19.46,87.69,2,1
20.13,81.41,0,0
1.6,85.41,2,1
17.94,86.89,1,0
2.57,93.39,2,1
25.9,98.28,1,0
14.18,90.69,0,2
21.67,85.75,2,1
29.04,85.67,1,0
7.69,95.04,0,2
2.22,87.06,2,1
22.13,90.29,2,1
5.38,91.58,1,2
18.26,80.87,1,0
11.57,84.07,2,1
11.63,84.75,1,2
25.33,88.08,0,0
8.91,94.87,1,2
13.43,85.51,1,2
5.22,95.07,1,2
4.0,93.21,2,1
12.34,92.79,2,1
16.43,96.67,1,0
17.65,91.16,1,0
23.29,87.98,2,1
6.46,80.06,0,2
21.42,90.5,1,0
19.85,97.84,2,1
17.99,97.24,1,0
20.98,94.93,1,0
27.53,84.58,0,0
5.73,89.45,1,2
16.5,89.76,2,1
10.63,91.96,0,2
18.93,94.35,0,0
7.64,80.3,2,1
29.72,92.7,0,0
3.03,99.99,1,2
1.37,97.28,0,2
25.56,86.29,1,0
20.36,85.34,2,1
11.52,87.21,0,2
9.97,97.13,1,2
8.12,95.15,2,1
11.25,92.72,2,1
20.91,88.87,0,0
15.23,96.0,0,2
9.77,94.66,1,2
23.82,94.96,2,1
1.54,84.45,0,2
27.33,91.95,2,1
29.73,85.43,0,0
16.43,95.19,2,1
22.72,85.51,1,0
28.24,82.07,0,0
12.12,85.68,0,2
17.04,86.19,2,1
23.06,87.7,0,0
17.41,92.89,0,0
29.4,82.46,1,0
5.33,93.02,0,2
8.02,97.69,0,2
13.7,85.62,1,2
13.43,92.06,1,2
7.36,93.06,2,1
15.15,97.42,0,2
23.08,90.5,1,0
24.19,81.37,0,0
11.82,80.29,2,1
13.8,85.22,2,1
22.86,85.37,0,0
15.13,85.83,0,2
19.9,81.92,1,0
5.28,87.44,1,2
1.32,87.27,0,2
13.66,82.56,2,1
2.04,83.1,2,1
15.94,98.55,1,0
27.82,81.58,1,0
29.69,90.57,2,1
8.28,92.13,2,1
14.11,91.26,0,2
27.15,97.92,0,0
18.68,94.18,2,1
7.78,97.22,2,1
20.09,86.32,0,0
28.17,92.14,2,1
11.05,97.77,1,2
14.89,81.42,0,2
19.22,92.72,2,1
29.5,94.31,1,0
7.33,91.99,0,2
28.68,95.74,1,0
5.56,97.21,0,2
25.12,84.53,2,1
16.47,97.57,1,0
12.74,93.38,0,2
21.75,98.37,2,1
9.01,92.05,2,1
24.3,90.32,0,0
18.58,83.21,2,1
28.29,89.94,0,0
6.51,97.53,1,2
29.71,85.64,1,0
21.43,98.54,0,0
19.04,91.51,0,0
9.13,86.47,2,1
3.64,81.55,0,2
13.0,80.86,2,1
14.22,96.66,1,2
28.79,95.06,2,1
19.46,82.97,2,1
19.83,83.08,1,0
26.55,87.03,1,0
14.1,85.3,0,2
10.03,91.12,0,2
10.03,83.28,0,2
2.36,94.12,2,1
17.74,82.0,1,0
8.03,96.1,1,2
7.98,97.33,1,2
27.16,84.63,2,1
18.06,84.04,0,0
28.5,81.42,1,0
22.41,84.88,0,0
15.84,97.03,2,1
5.29,81.61,0,2
1.92,95.03,0,2
25.66,97.68,1,0
8.13,84.43,2,1
20.08,88.88,1,0
15.08,80.78,2,1
27.06,84.23,1,0
28.51,94.75,1,0
3.54,87.79,1,2
21.9,83.3,1,0
3.15,97.89,0,2
24.63,91.62,0,0
10.48,95.37,1,2
3.93,94.04,0,2
14.98,91.66,1,2
13.43,86.66,1,2
3.88,97.97,0,2
8.06,96.88,0,2
22.0,81.2,2,1
11.48,89.23,0,2
2.69,84.79,0,2
25.85,86.72,0,0
29.71,87.43,2,1
19.5,83.36,2,1
23.17,81.03,1,0
25.07,98.27,1,0
4.27,88.2,2,1
3.27,90.26,0,2
26.03,91.16,1,0
10.53,82.5,0,2
8.07,87.55,1,2
11.55,84.91,0,2
5.82,90.55,0,2
16.0,93.35,1,0
24.23,83.86,0,0
6.3,93.98,1,2
18.87,83.16,0,0
19.37,96.5,1,0
16.82,82.96,2,1
18.54,83.99,1,0
29.91,98.55,0,0
25.53,91.11,2,1
28.48,87.55,1,0
8.18,81.17,0,2
1.53,98.06,1,2
17.43,98.69,1,0
4.86,99.39,0,2
29.68,92.84,1,0
11.42,99.16,1,2
14.64,97.86,1,2
9.21,94.83,2,1
24.39,90.21,0,0
10.24,97.25,0,2
26.39,88.88,0,0
3.48,89.71,2,1
18.75,88.2,2,1
10.98,95.17,2,1
19.7,99.13,0,0
18.94,80.49,1,0
6.32,80.3,2,1
6.72,97.32,1,2
3.88,98.63,2,1
5.83,83.3,1,2
10.94,97.86,0,2
18.14,86.15,0,0
6.63,96.45,2,1
4.23,97.85,2,1
27.62,94.25,0,0
11.93,97.15,1,2
18.68,80.61,0,0
12.08,99.38,1,2
23.93,99.23,2,1
16.37,98.07,2,1
22.79,91.92,0,0
17.82,89.19,1,0
23.96,99.11,2,1
14.91,84.52,2,1
23.25,82.06,1,0
12.34,82.74,2,1
7.28,92.35,0,2
2.14,97.87,0,2
11.76,95.64,2,1
16.99,97.19,0,0
26.99,81.8,0,0
25.09,86.46,0,0
4.83,89.54,0,2
28.34,82.69,0,0
23.15,92.3,0,0
15.6,91.17,0,0
19.09,81.64,1,0
16.97,95.07,1,0
22.75,95.1,2,1
11.11,83.59,2,1
6.08,84.04,2,1
23.84,96.87,1,0
22.73,90.97,1,0
24.9,86.99,1,0
28.31,82.28,0,0
11.65,81.7,0,2
28.75,87.27,1,0
23.09,95.77,1,0
14.14,89.92,1,2
19.07,99.62,2,1
24.2,89.84,0,0
7.27,99.63,1,2
21.51,81.86,2,1
24.75,96.06,0,0
24.97,81.54,1,0
21.57,89.7,2,1
18.27,93.18,1,0
24.13,88.32,0,0
18.01,97.89,0,0
5.6,89.92,1,2
17.84,95.49,0,0
9.01,80.23,2,1
12.33,81.76,0,2
17.11,92.39,1,0
22.02,84.07,2,1
25.71,83.89,1,0
26.31,85.23,0,0
5.63,97.49,1,2
2.58,85.96,1,2
22.91,88.86,2,1
29.81,88.67,2,1
9.71,87.26,2,1
10.05,87.35,0,2
10.44,92.74,0,2
11.61,97.0,0,2
16.3,88.0,0,0
29.41,84.96,0,0
17.36,97.7,1,0
26.54,88.16,0,0
23.99,87.34,0,0
14.88,86.99,2,1
19.16,88.28,0,0
3.91,98.06,0,2
25.13,83.66,0,0
17.78,84.19,1,0
21.58,82.98,2,1
29.82,83.65,0,0
1.92,93.85,2,1
16.18,81.39,0,0
26.96,99.36,2,1
7.46,80.54,1,2
24.01,90.08,2,1
17.24,96.54,0,0
14.33,99.31,1,2
10.21,86.02,2,1
5.15,99.12,1,2
17.96,97.33,0,0
23.6,94.43,2,1
3.39,82.87,2,1
20.55,98.59,1,0
18.64,97.97,2,1
22.25,98.78,2,1
13.45,99.64,2,1
18.0,81.09,2,1
2.69,95.56,2,1
3.34,86.74,1,2
2.54,83.32,0,2
11.3,89.8,0,2
26.34,81.79,1,0
25.02,83.37,2,1
27.48,96.88,1,0
27.51,97.17,2,1
12.74,99.48,1,2
22.35,91.27,0,0
15.18,83.81,0,2
3.12,95.86,1,2
9.9,93.21,1,2
22.66,99.1,0,0
11.18,96.13,0,2
4.9,87.13,2,1
6.49,90.19,0,2
9.45,89.97,0,2
21.93,97.2,1,0
27.18,95.08,0,0
14.02,94.21,2,1
13.27,96.42,1,2
24.98,85.0,1,0
11.94,83.72,0,2
4.24,89.26,2,1
1.88,84.95,1,2
12.73,83.32,2,1
10.23,99.24,0,2
16.59,97.4,1,0
13.04,92.63,1,2
24.48,97.69,0,0
19.49,88.64,1,0
20.59,93.01,2,1
22.86,89.98,2,1
25.82,84.34,1,0
26.23,97.09,2,1
13.11,98.19,1,2
12.38,95.47,0,2
10.39,82.11,2,1
18.08,99.38,1,0
20.0,88.5,2,1
19.38,91.15,2,1
9.57,99.69,0,2
17.92,99.99,1,0
9.27,83.92,2,1
16.52,85.44,2,1
6.94,85.38,1,2
3.5,89.39,2,1
17.73,96.28,2,1
6.58,91.26,1,2
7.5,96.55,0,2
14.85,92.12,2,1
25.55,83.65,2,1
1.61,94.98,1,2
23.51,80.46,2,1
17.81,99.99,2,1
25.72,85.72,1,0
22.3,94.34,0,0
7.97,80.62,1,2
18.53,99.81,0,0
3.98,82.96,1,2
2.16,87.08,1,2
3.46,98.7,2,1
3.76,83.28,0,2
9.48,87.6,2,1
6.59,95.76,1,2
10.33,83.1,1,2
27.04,80.0,1,0
4.95,95.27,0,2
9.95,95.43,0,2
23.63,91.02,1,0
9.1,83.86,2,1
23.55,82.96,1,0
28.92,83.07,0,0
15.16,82.64,0,2
18.74,90.09,1,0
22.67,97.35,2,1
1.51,87.69,1,2
2.07,99.13,0,2
9.99,86.69,0,2
29.65,81.6,0,0
1.34,82.57,0,2
24.75,80.93,1,0
24.78,81.96,2,1
7.49,98.65,1,2
1.06,95.23,1,2
24.24,83.9,2,1
17.93,94.64,1,0
22.7,88.92,1,0
8.16,82.98,0,2
3.24,92.63,1,2
9.47,81.3,2,1
1.01,81.02,1,2
29.43,91.52,0,0
29.07,85.42,1,0
5.71,95.13,1,2
18.28,82.14,1,0
7.54,96.64,0,2
27.82,97.29,1,0
18.91,84.49,2,1
18.01,88.84,2,1
23.57,91.64,0,0
26.26,85.03,2,1
28.66,81.07,2,1
27.87,86.0,0,0
21.96,95.96,1,0
24.49,94.58,1,0
27.77,99.87,2,1
20.69,80.25,0,0
22.85,91.31,1,0
27.28,89.42,1,0
13.67,83.37,2,1
13.46,89.01,1,2
21.27,95.6,1,0
28.58,93.54,2,1
11.65,96.88,2,1
8.59,99.15,0,2
13.54,95.77,1,2
23.49,99.84,2,1
28.36,87.67,1,0
5.28,82.26,1,2
14.43,86.27,1,2
6.09,94.86,0,2
24.52,94.17,1,0
6.01,99.39,1,2
26.77,81.47,2,1
6.47,97.56,0,2
24.72,95.19,2,1
16.47,89.89,2,1
6.46,93.4,0,2
6.51,94.17,2,1
26.96,90.8,2,1
18.76,84.8,0,0
11.65,91.04,2,1
1.69,99.15,2,1
3.84,91.46,1,2
9.63,83.49,1,2
24.28,83.2,2,1
24.09,95.17,2,1
16.34,83.65,1,0
19.6,98.61,1,0
7.88,82.94,0,2
7.2,87.09,1,2
6.32,89.7,2,1
16.42,81.33,1,0
28.31,92.57,1,0
16.23,84.87,1,0
25.72,93.64,0,0
5.57,87.36,1,2
26.3,83.5,0,0
13.86,84.95,1,2
20.36,86.01,0,0
18.48,94.81,1,0
22.74,94.23,0,0
21.12,95.44,1,0
7.61,89.71,1,2
21.12,83.62,1,0
15.01,97.58,0,2
14.31,80.62,1,2
19.36,85.48,1,0
8.39,92.5,0,2
8.28,99.18,1,2
21.48,97.75,0,0
8.75,95.51,2,1
3.0,81.33,0,2
11.51,94.97,1,2
14.55,91.63,2,1
13.3,83.93,0,2
5.58,95.78,0,2
4.57,88.11,1,2
21.39,96.15,0,0
3.81,81.38,0,2
24.08,92.19,2,1
10.55,97.91,0,2
13.94,99.38,1,2
22.96,93.54,2,1
8.76,92.03,2,1
3.87,96.93,1,2
21.5,86.39,2,1
29.86,83.35,1,0
29.52,84.91,0,0
16.89,97.75,1,0
22.26,90.41,0,0
21.52,80.07,1,0
27.44,84.5,1,0
27.33,82.73,1,0
1.47,99.52,2,1
2.54,98.64,1,2
2.26,87.74,2,1
4.49,92.29,0,2
18.53,90.94,2,1
14.61,99.55,1,2
13.86,92.95,1,2
19.21,83.66,1,0
17.11,86.71,0,0
27.15,98.65,0,0
1.93,98.47,0,2
18.79,95.41,1,0
9.04,81.83,0,2
15.1,86.76,1,2
7.28,98.34,2,1
1.52,99.72,2,1
14.97,87.86,0,2
14.98,85.26,1,2
4.54,92.63,2,1
22.62,84.06,1,0
10.16,80.26,1,2
15.72,98.42,1,0
10.81,86.08,1,2
17.01,99.28,2,1
11.42,88.85,2,1
6.6,92.11,2,1
12.66,85.27,2,1
26.78,97.59,0,0
8.02,93.46,1,2
2.94,89.95,2,1
25.74,82.87,1,0
16.81,87.02,2,1
25.4,94.28,1,0
25.44,94.71,1,0
3.2,95.45,1,2
19.91,91.2,0,0
28.64,98.8,2,1
11.64,90.81,1,2
28.8,82.73,1,0
16.04,88.84,0,0
18.66,95.6,0,0
6.14,91.62,1,2
20.49,93.59,0,0
29.18,85.98,1,0
2.83,86.38,2,1
6.1,90.85,0,2
16.92,98.17,0,0
13.3,93.37,2,1
22.36,85.33,1,0
25.76,97.44,1,0
13.67,96.55,0,2
10.53,91.59,1,2
1.9,87.97,0,2
3.1,82.94,1,2
22.32,99.55,0,0
28.02,85.19,2,1
17.49,95.71,0,0
15.72,89.3,1,0
21.1,94.38,2,1
4.33,94.55,2,1
12.09,82.14,0,2
20.9,91.89,2,1
14.06,82.21,0,2
22.51,92.97,1,0
23.18,85.22,1,0
4.01,91.55,1,2
17.02,99.84,2,1
6.24,81.39,1,2
25.61,99.32,2,1
6.49,81.66,0,2
21.19,80.52,2,1
15.15,81.58,0,2
7.4,97.13,2,1
6.92,99.52,2,1
22.18,86.22,0,0
1.81,86.6,2,1
12.9,93.43,1,2
15.11,99.01,0,2
22.82,92.92,2,1
22.78,83.81,1,0
1.0,90.39,0,2
19.9,89.98,1,0
10.9,84.99,0,2
7.42,83.32,1,2
4.14,88.12,0,2
25.22,92.87,0,0
7.05,96.18,2,1
12.17,92.72,1,2
17.28,86.52,2,1
11.45,95.68,1,2
10.21,81.99,1,2
27.89,91.78,1,0
8.36,94.91,2,1
2.92,89.56,2,1
11.55,83.01,1,2
8.8,87.59,2,1
6.97,94.59,2,1
22.23,85.9,2,1
9.74,99.37,1,2
11.22,91.2,1,2
9.86,95.18,0,2
19.31,81.33,0,0
21.61,96.37,1,0
28.13,98.25,2,1
12.54,96.24,1,2
12.94,93.7,2,1
17.64,92.55,0,0
19.02,90.97,2,1
25.71,98.16,0,0
2.07,89.36,1,2
14.79,99.5,2,1
3.8,89.71,0,2
28.85,99.9,0,0
4.32,91.31,1,2
10.61,96.47,1,2
9.15,86.1,0,2
28.59,86.31,0,0
18.99,93.57,1,0
8.06,86.49,1,2
13.04,96.07,1,2
16.76,84.02,0,0
16.55,82.25,2,1
18.63,99.75,1,0
9.72,91.63,2,1
10.75,81.17,2,1
16.24,88.45,0,0
9.37,83.28,0,2
13.79,97.71,1,2
17.66,95.58,2,1
23.98,80.39,0,0
12.48,82.14,0,2
11.26,94.4,1,2
11.18,84.3,0,2
26.04,94.8,0,0
12.4,97.66,2,1
28.01,90.03,0,0
20.72,86.17,1,0
28.84,96.09,1,0
28.23,94.94,0,0
12.67,97.26,1,2
8.32,98.8,2,1
2.94,99.77,2,1
17.97,83.48,2,1
4.74,81.65,0,2
2.1,99.38,2,1
10.11,87.13,0,2
4.63,98.46,0,2
13.83,93.59,1,2
18.14,86.84,2,1
20.4,82.26,2,1
22.24,82.44,1,0
23.37,97.42,0,0
11.65,85.11,0,2
11.34,80.89,2,1
27.73,88.96,0,0
